AD_Org_ID[Name],Value/K,Name,Description,ZZNqfLevel,ZZCredits,Registrationstartdate,Registrationenddate,ZZLastEnrolmentDate,ZZLastAchievementDate,ZZQualityAssuranceBody,ZZQualificationType,ZZNewRegistrationStartDate,ZZNewRegistrationEndDate,ZZNewLastEnrolmentDate,ZZNewLastAchievementDate,ZZLkpOfoOccupation_ID[Value],ZZMinimumElectiveCredits,IsActive
*,50334,National Certificate in Occupationally Directed Education Training and Develpment Practivrd,,5,120,2006-08-30 00:00:00.000,2009-08-30 00:00:00.000,2010-08-30 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,58952,further Education and Training Certificate: Laboratory Analysis,,4,140,2007-10-18 00:00:00.000,2010-10-18 00:00:00.000,2011-10-18 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-134902,0,Y
*,59305,National Certificate Mineral Processing,,2,129,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,629,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-711201,0,Y
*,59851,National Certificate: Diamond Processing,,3,150,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,629,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-661302,0,Y
*,59549,National Certificate: Strata Control Operations,,2,123,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,629,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-132203,0,Y
*,60369,National Certificate Strata Contol operations,,3,136,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,629,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-132203,0,Y
*,63477,National Certificate: Mechanical Engineering : Mining and Minerals,,2,130,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-652302,0,Y
*,63471,National Certificate: Mechanical Engineering: Fitting: Mining and Minerals,,3,120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-652302,0,Y
*,63481,FETC: Mechanical Engineering : Fitting: Mining and Minerals,,4,120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-652302,0,Y
*,60349,National Certificate: Mining Technical Support,,2,125,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,629,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-351302,0,Y
*,23953,Further Education and Training Certificate: New Venture Creation (SMME) ,,4,162,2008-05-13 00:00:00.000,2011-05-13 00:00:00.000,2012-05-13 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,23630,National Certificate Plater/Boilermaker ,,3,0,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,629,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-651302,0,Y
*,23631,National Certificate Plater/Welder ,,3,0,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,629,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-651202,0,Y
*,49014,National Certificate in  Rockbreaking for Underground Hard Rock (version 2),,3,130,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,2011-01-01 00:00:00.000,1900-01-01 00:00:00.000,629,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,23633,National Certificate: Millwright,,4,0,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,2024-06-30 00:00:00.000,1900-01-01 00:00:00.000,629,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-671202,0,Y
*,49013,National Certificate Mining Operations Underground Hard Rock ,,2,140,2007-04-03 00:00:00.000,2010-04-03 00:00:00.000,2011-04-03 00:00:00.000,1900-01-01 00:00:00.000,629,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,23655,Natioanl Certificate: Business Administration Services,,3,120,2006-05-02 00:00:00.000,2009-05-02 00:00:00.000,2010-05-02 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,48873,Occupationally Directed Education and Training Practices,,5,125,2004-06-09 00:00:00.000,2007-06-09 00:00:00.000,2008-06-09 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,35928,National Certificate: Business Administration,,4,140,2007-01-23 00:00:00.000,2010-01-23 00:00:00.000,2011-01-23 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,16Q1600616,Lump ore Beneficiation: Diamonds  (version2),,2,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,2011-01-01 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,62796,Further Education and Taining CertificateL Strata Control Operations,,4,165,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,629,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-132203,0,Y
*,64249,Further Education and Training Certificate: Diamond and Evaluation,,4,164,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-661302,0,Y
*,49648,National Certificate: New Venture Creation (SMME),,2,138,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-29 00:00:00.000,611,1,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-07-01 00:00:00.000,,138,Y
*,65190,National Certificate: Metals Production: Mining and Minerals,,2,120,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,629,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-651301,0,Y
*,65192,National Certificate: Metals Production: Mining and Minerals,,3,120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-651301,0,Y
*,65194,Further Education and Training Certificate: Metals Production: Mining and Minerals,,4,140,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-651301,0,Y
*,62869,National Certificate: Rockbreaking: Surface Excavations,,3,141,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,629,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-684202,0,Y
*,64309,General Education and Training Certificate: Adult Basic Education and Training,,1,120,2008-11-26 00:00:00.000,2012-06-30 00:00:00.000,2013-06-30 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,64909,National Certificate: Small Scale Mining,,2,143,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-214602,0,Y
*,64729,Further Education and Training Certificate: Diamond Processing,,4,161,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,629,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-661302,0,Y
*,67429,National Certificate: Electrical Engineering: Mining and Minerals,,2,140,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-671101,0,Y
*,78545,Further Education and Training Certificate: Automotive Repair and Maintenance: Mining and Minerals,,4,159,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,72071,National Certificate: Electrical Engineering: Mining and Minerals,,3,133,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,72069,Further Education and Training Certificate: Electrical Engineering: Mining and Minerals,,4,130,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-671101,0,Y
*,64810,National Certificate: Automotive Repair and Maintenance,,2,125,2009-02-18 00:00:00.000,2012-06-30 00:00:00.000,2013-06-30 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-653201,0,Y
*,64809,National Certificate: Automotive Repair and Maintenance,,3,135,2009-02-18 00:00:00.000,2012-06-30 00:00:00.000,2013-06-30 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-653201,0,Y
*,64789,National Diploma: Automotive Repair and Maintenance,,5,144,2009-02-18 00:00:00.000,2012-06-30 00:00:00.000,2013-06-30 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,65049,National Certificate: Jewellery manufacturing,,2,134,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,629,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-711202,0,Y
*,65209,National Certificate: Jewellery Manufacturing,,3,137,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,629,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-711202,0,Y
*,65549,National Certificate: Mining Technical Support,,3,138,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-351302,0,Y
*,63485,National Certificate: Mechanical Handling (Rigging): Mining and Minerals,,2,127,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-651501,0,Y
*,63490,National Certificate: Mechanical Handling (Rigging): Mining and Minerals,,3,121,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-651501,0,Y
*,63494,Further Education and Training Certificate: Mechanical Handling (Rigging): Mining and Minerals,,4,136,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-651501,0,Y
*,62769,National Certificate: Mineral Processing,,3,130,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,629,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-711201,0,Y
*,60110,National Certificate: Engineering,,5,120,2008-08-20 00:00:00.000,2012-06-30 00:00:00.000,2013-06-30 00:00:00.000,1900-01-01 00:00:00.000,,2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,73310,National Certificate: Laboratory Practice: Precious Metal,,2,120,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-134902,0,Y
*,73312,Further Education and Training Certificate: Laboratory Analysis: Mining and Minerals,,4,140,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-134902,0,Y
*,20159,NQF 5 NATIONAL DIPLOMA IN ABET PRACITICES,,,240,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,2007-01-01 00:00:00.000,1900-01-01 00:00:00.000,,2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,48473,National Certificate in Electrical Engineering (Electrical Construction),,,156,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,2007-01-01 00:00:00.000,1900-01-01 00:00:00.000,,2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,3,NATIONAL CERTIFICATE GENERAL SECURITY PRACTICES,,3,0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,2007-01-01 00:00:00.000,1900-01-01 00:00:00.000,,2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,64869,National Certificate: Generic Management: Cement Manufacturing: Mining and Minerals,,5,162,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,64950,Further Education and Training Certificate: Laboratory Analysis,,4,140,2009-05-05 00:00:00.000,2015-06-30 00:00:00.000,2016-06-30 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,64889,Further Education and Training Certificate: Mineral Processing,,4,137,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,78903,National Certificate: Chemical Operations,,3,120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,78547,National Certificate: Chemical Operations,,2,135,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,74550,"National Certificate: Measurement, Control and Instrumentation: Mining and Minerals",,2,133,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,74552,"National Certificate: Measurement, Control and Instrumentaion: Mining and Minerals",,3,120,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,74551,"FETC: Measurement, Control and Instrumentation: Mining and Minerals",,4,134,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,74490,Further Education and Training Certificate: Mining Operations,,4,160,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,77963,Further Education and Training Certificate: Mining/Exploration Geology,,4,160,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,78323,National Certificate: Lamproom Operations,,3,126,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,74292,"National Certificate: Occupational Health, Safety and Environment: Mining and Minerals",,2,120,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,629,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,2021-226302,0,Y
*,78843,National Certificate: Diamond Processing,,5,121,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,78966,National Certificate: Diamond Design and Evaluation,,5,129,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,78923,National Certificate: Autotronics,,3,132,2010-07-28 00:00:00.000,2013-07-28 00:00:00.000,2014-07-28 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,78944,National Certificate: Autotronics,,2,127,2010-07-28 00:00:00.000,2013-07-28 00:00:00.000,2014-07-28 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,79826,National Certificate: Occupational Hygiene and Safety: Mining and Minerals,,3,144,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,78543,Natinal Certificate: Automotive Repair and Maintenance: Mining and Minerals,,2,125,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,96532,National Certificate: Measurement,,8,160,2011-06-15 00:00:00.000,2012-06-16 00:00:00.000,2012-06-17 00:00:00.000,1900-01-01 00:00:00.000,,2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,78883,Further Education and Training Certificate: Autotronics,,4,134,2010-07-28 00:00:00.000,2013-07-28 00:00:00.000,2014-07-28 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,99999,National Certificate: Test,,2,120,2012-01-24 00:00:00.000,2012-06-25 00:00:00.000,2012-06-26 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,100002,KKKK,,2,120,2012-04-20 00:00:00.000,2015-04-20 00:00:00.000,2013-04-20 00:00:00.000,1900-01-01 00:00:00.000,,2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,78546,National Certificate: Automotive Repair and Maintenance: Mining and Minerals,,5,144,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,78904,Further Education and Training Certificate: Chemical Operations: Mining and Minerals,,4,140,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,78544,National Certificate: Automotive Repair and Maintenance: Mining and Minerals,,3,135,2012-01-07 00:00:00.000,2015-06-30 00:00:00.000,2016-06-30 00:00:00.000,1900-01-01 00:00:00.000,,2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,79827,Further Education and Training Certificate: Occupational Hygiene and Safety: Mining and Minerals,,4,145,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,79829,National Diploma: Occupational Safety: Mining and Minerals,,5,242,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,79828,National Certificate: Occupational Safety: Mining and Minerals,,5,145,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,90655,National Certificate: Small Scale Mining,,3,124,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,90656,National Certificate: Mine Ventilation,,2,124,2018-07-01 00:00:00.000,2026-06-30 00:00:00.000,2026-06-30 00:00:00.000,2029-06-30 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,23254,National Certificate: Mechanical Engineering: Fitting and Machining,,4,179,2007-05-15 00:00:00.000,2015-06-30 00:00:00.000,2016-06-30 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,23256,National Certificate: Mechanical Engineering: Fitting and Machining,,4,179,2007-05-15 00:00:00.000,2015-06-30 00:00:00.000,2016-06-30 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,58269,National Certificate: Electro-Mechanics,,2,166,2007-02-05 00:00:00.000,2010-02-05 00:00:00.000,2008-02-05 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
*,73309,National Certificate: Laboratory Practice: General,,2,120,2018-07-01 00:00:00.000,2027-06-30 00:00:00.000,2027-06-30 00:00:00.000,1900-01-01 00:00:00.000,,1,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,0,Y
